src,dst,sum_kzt,n_tx,tainted_kzt,taint_share
100000001697501100,100000008734364100,26200.0,1,0.0,0.0
100000002592567100,100000004019124100,40000.0,1,5296.999999999999,0.132425
100000000089154100,100000008106997100,20600.0,1,0.0,0.0
100000001380054100,100000001782980100,50000.0,1,0.0,0.0
100000004759121100,100000005105153100,30000.0,1,0.0,0.0
100000006788200100,100000005205745100,6000.0,1,0.0,0.0
100000003148220100,100000006888238100,18000.0,1,0.0,0.0
100000003923946100,100000001411870100,200000.0,1,20930.232558139534,0.10465116279069767
100000001162560100,100000004225615100,90000.0,2,0.0,0.0
100000008165763100,100000006679055100,25000.0,1,0.0,0.0
100000007442518100,100000002454724100,125000.0,3,0.0,0.0
100000007639767100,100000007629096100,500000.0,1,0.0,0.0
100000005339662100,100000005175148100,5000.0,1,520.3128552302521,0.10406257104605042
100000008748408100,100000000861294100,150000.0,1,27675.39327132851,0.18450262180885674
100000008748408100,100000002969048100,108470.0,1,0.0,0.0
100000001697501100,100000008771814100,23700.0,1,0.0,0.0
100000001697501100,100000007337374100,20000.0,2,0.0,0.0
100000008003034100,100000005933757100,30000.0,1,0.0,0.0
100000001697501100,100000006612238100,160000.0,1,0.0,0.0
100000003809101100,100000005799271100,45000.0,2,9359.179750080102,0.20798177222400227
100000008686313100,100000008603629100,55500.0,2,1937.359277578442,0.03490737437078274
100000006707582100,100000002618492100,118500.0,1,0.0,0.0
100000003589877100,100000003016773100,46555.0,1,0.0,0.0
100000003616818100,100000004160650100,35100.0,2,4794.973544973545,0.1366089329052292
100000008172352100,100000000993112100,141000.0,1,43000.0,0.3049645390070922
100000008748914100,100000008165763100,141000.0,1,0.0,0.0
100000005287097100,100000005939154100,22000.0,2,15000.0,0.6818181818181818
100000008748914100,100000000913911100,426000.0,1,18107.382550335573,0.042505592841163314
100000000089154100,100000008571443100,25000.0,1,0.0,0.0
100000004070318100,100000003747133100,62964.0,3,12413.013698630137,0.1971446175374839
100000000267734100,100000003188607100,18000.0,1,5454.545454545455,0.30303030303030304
100000000089154100,100000003684369100,49500.0,1,0.0,0.0
100000002306369100,100000008477350100,35000.0,1,0.0,0.0
100000001697501100,100000008478414100,10000.0,1,0.0,0.0
100000002938501100,100000000490383100,5000.0,1,0.0,0.0
100000000274067100,100000006490557100,5000.0,1,2639.312064059628,0.5278624128119256
100000001530983100,100000002469065100,200000.0,1,0.0,0.0
100000004156082100,100000005481280100,32700.0,1,0.0,0.0
100000007908818100,100000002836052100,15000.0,1,0.0,0.0
100000008443341100,100000005904580100,19000.0,1,0.0,0.0
100000000667713100,100000002481735100,22436.0,2,17275.238666878864,0.7699785463932458
100000001530983100,100000001578517100,30000.0,1,0.0,0.0
100000008304139100,100000003036198100,15000.0,1,0.0,0.0
100000000667713100,100000008636603100,12750.0,1,0.0,0.0
100000004351795100,100000001633685100,28000.0,1,0.0,0.0
100000005527892100,100000008743913100,76300.0,1,0.0,0.0
100000008304139100,100000002492277100,138500.0,1,0.0,0.0
100000007639767100,100000004400305100,10000.0,1,0.0,0.0
100000007536804100,100000004950490100,10000.0,1,10000.0,1.0
100000004351795100,100000003242289100,49000.0,1,0.0,0.0
100000004847758100,100000008165763100,28000.0,2,0.0,0.0
100000008304139100,100000001703168100,45000.0,1,0.0,0.0
100000008736940100,100000008659445100,77300.0,2,57408.28789156934,0.7426686661263822
100000008304139100,100000004356593100,50000.0,1,15107.051282051281,0.30214102564102563
100000006707582100,100000004159526100,10955.0,1,0.0,0.0
100000006579678100,100000008144528100,1024400.0,9,38930.31055900621,0.03800303646915874
100000008172352100,100000007322059100,24000.0,1,0.0,0.0
100000007639767100,100000000437046100,50000.0,1,0.0,0.0
100000008748914100,100000004398811100,426000.0,1,18107.382550335573,0.042505592841163314
100000008628231100,100000005664632100,198620.0,18,50000.0,0.25173698519786525
100000003923946100,100000003977183100,82000.0,1,66000.0,0.8048780487804879
100000006707582100,100000001954903100,27118.0,1,0.0,0.0
100000008002020100,100000005664922100,17000.0,1,17000.0,1.0
100000005612411100,100000004192107100,25000.0,1,0.0,0.0
100000000089154100,100000003249054100,19900.0,2,6655.518394648829,0.334448160535117
100000004847758100,100000003684369100,56000.0,3,0.0,0.0
100000001697501100,100000008772058100,50000.0,1,0.0,0.0
100000001899164100,100000002593038100,28500.0,1,2481.335952848723,0.08706441939820081
100000008486520100,100000006161893100,14000.0,1,0.0,0.0
100000003616818100,100000003603979100,165000.0,3,0.0,0.0
100000003886323100,100000007749092100,7650.0,1,0.0,0.0
100000005287097100,100000004156082100,50500.0,2,0.0,0.0
100000004390333100,100000003684369100,100000.0,2,0.0,0.0
100000008137435100,100000008238989100,200000.0,2,0.0,0.0
100000002988894100,100000003003821100,40000.0,1,0.0,0.0
100000001937767100,100000004905207100,380000.0,1,52999.99999999999,0.1394736842105263
100000002988894100,100000003024542100,8500.0,1,0.0,0.0
100000005287097100,100000008144528100,5500.0,1,5500.0,1.0
100000008748408100,100000008008463100,54180.0,1,9996.352049603858,0.18450262180885674
100000005612411100,100000002457464100,66647.0,1,0.0,0.0
100000004135268100,100000008571433100,150000.0,1,0.0,0.0
100000004159526100,100000004456564100,10000.0,2,3907.6359032156633,0.3907635903215663
100000002748180100,100000003054328100,140000.0,1,0.0,0.0
100000007311010100,100000004441291100,20000.0,1,0.0,0.0
100000008748408100,100000002692750100,92830.0,1,17127.37838251617,0.18450262180885674
100000008003034100,100000008356606100,48500.0,1,0.0,0.0
100000004156082100,100000001138376100,15300.0,1,0.0,0.0
100000001380054100,100000005077484100,150000.0,1,0.0,0.0
100000005612411100,100000008672603100,21200.0,1,0.0,0.0
100000004070318100,100000008477350100,25000.0,1,0.0,0.0
100000006788200100,100000006994985100,48500.0,2,0.0,0.0
100000001899164100,100000002193259100,8000.0,1,696.5153551856065,0.08706441939820081
100000001162560100,100000002718366100,419200.0,1,0.0,0.0
100000008165763100,100000002947299100,85000.0,1,0.0,0.0
100000003366154100,100000008352542100,50220.0,1,0.0,0.0
100000002781227100,100000002796853100,199000.0,8,152464.8324065252,0.766154936716207
100000001697501100,100000008557672100,49125.0,1,0.0,0.0
100000008165763100,100000008531186100,125000.0,1,37000.0,0.296
100000000922570100,100000003922499100,50000.0,1,0.0,0.0
100000008165763100,100000002757240100,51183.0,1,0.0,0.0
100000007908818100,100000001346560100,5000.0,1,5000.0,1.0
100000000274067100,100000002958343100,2900000.0,4,0.0,0.0
100000001697501100,100000008764436100,13100.0,1,0.0,0.0
100000001697501100,100000008737958100,22000.0,1,0.0,0.0
100000008748408100,100000003068941100,30000.0,1,0.0,0.0
100000006656003100,100000002527114100,9000.0,1,0.0,0.0
100000004847758100,100000008546855100,14000.0,1,0.0,0.0
100000004070318100,100000003684369100,35813.0,2,0.0,0.0
100000007129492100,100000006852430100,37000.0,1,0.0,0.0
100000004351795100,100000007382152100,5860.0,1,0.0,0.0
100000000089154100,100000005059998100,18000.0,1,0.0,0.0
100000008304139100,100000007629096100,118000.0,1,0.0,0.0
100000004070318100,100000005665181100,9000.0,1,0.0,0.0
100000001049200100,100000005619339100,5000.0,1,0.0,0.0
100000004394765100,100000004193835100,47000.0,1,0.0,0.0
100000008443341100,100000008474308100,14000.0,2,7000.0,0.5
100000001697501100,100000008656043100,26200.0,1,0.0,0.0
100000007639767100,100000008731444100,50000.0,1,0.0,0.0
100000004847758100,100000000910216100,71000.0,3,1595.242800501021,0.02246820845776086
100000008751429100,100000008736940100,72600.0,2,60724.994207167256,0.8364324270959677
100000006788200100,100000002692750100,10000.0,1,0.0,0.0
100000008304139100,100000000332284100,18000.0,1,0.0,0.0
100000008003034100,100000008603331100,28000.0,1,12201.0,0.43575
100000004005964100,100000004007116100,27000.0,2,3287.037037037037,0.12174211248285322
100000003873332100,100000008647905100,50000.0,1,0.0,0.0
100000007939160100,100000000580561100,9300.0,1,0.0,0.0
100000001937767100,100000002605308100,1000000.0,3,0.0,0.0
100000008137435100,100000003701161100,349000.0,1,0.0,0.0
100000007639767100,100000008710843100,15744.0,1,5592.724390118755,0.35522893738051037
100000005584222100,100000001382002100,55000.0,2,0.0,0.0
100000000267734100,100000004573782100,15000.0,1,4545.454545454546,0.30303030303030304
100000005473151100,100000005561741100,25000.0,1,0.0,0.0
100000008172352100,100000002691858100,51500.0,1,0.0,0.0
100000004180097100,100000004765639100,5000.0,1,4389.156302685269,0.8778312605370538
100000004156082100,100000001184915100,201000.0,2,0.0,0.0
100000001697501100,100000000625169100,10000.0,1,0.0,0.0
100000001162560100,100000001541418100,50000.0,1,0.0,0.0
100000002479804100,100000005507142100,23000.0,1,23000.0,1.0
100000006734554100,100000003617552100,25000.0,1,16500.0,0.66
100000008172352100,100000002558173100,9300.0,1,0.0,0.0
100000002597003100,100000002721825100,11000.0,1,0.0,0.0
100000008165763100,100000000912487100,10000.0,1,564.600053624095,0.056460005362409506
100000004847758100,100000002398779100,15000.0,1,4277.28501564351,0.285152334376234
100000007442518100,100000000821507100,400000.0,1,0.0,0.0
100000002748180100,100000005514161100,125000.0,2,0.0,0.0
100000001530983100,100000006248077100,50000.0,1,31368.85538662731,0.6273771077325462
100000004403675100,100000003988112100,92000.0,2,17866.852459016394,0.1942049180327869
100000001609499100,100000002398779100,10000.0,1,3570.215078692425,0.35702150786924247
100000004076740100,100000007382543100,8000.0,1,5192.982456140351,0.6491228070175439
100000003163256100,100000001530740100,15000.0,1,0.0,0.0
100000008137435100,100000001822623100,201300.0,1,43906.0,0.21811227024341778
100000001530983100,100000007617808100,450000.0,1,0.0,0.0
100000006707582100,100000000850297100,17520.0,1,0.0,0.0
100000000267734100,100000001601320100,34000.0,1,4047.6190476190473,0.11904761904761904
100000004070318100,100000004400305100,19800.0,1,0.0,0.0
100000001660397100,100000008413748100,13000.0,1,0.0,0.0
100000004070318100,100000008094734100,9249.0,1,0.0,0.0
100000004076740100,100000005519998100,20000.0,1,12982.45614035088,0.649122807017544
100000003809101100,100000008254069100,10200.0,2,0.0,0.0
100000008665380100,100000000795033100,18200.0,1,0.0,0.0
100000002921047100,100000002635780100,163000.02,1,163000.02,1.0
100000001697501100,100000000718427100,6000.0,1,0.0,0.0
100000004351795100,100000002398779100,87100.0,5,0.0,0.0
100000000267734100,100000004687099100,30000.0,1,30000.0,1.0
100000006707582100,100000005328215100,27000.0,1,0.0,0.0
100000004299488100,100000007055802100,204999.0,9,31392.955325745497,0.15313711445297537
100000003701161100,100000004580202100,9000.0,1,2182.636583253992,0.2425151759171102
100000005074393100,100000006424479100,500000.0,2,37106.861668127516,0.07421372333625503
100000004076740100,100000003219438100,32000.0,1,11846.491228070177,0.37020285087719307
100000003589877100,100000003062895100,178444.0,1,0.0,0.0
100000000267734100,100000007861311100,45000.0,1,45000.0,1.0
100000008748914100,100000003289405100,355000.0,1,0.0,0.0
100000004707703100,100000004687282100,20000.0,1,20000.0,1.0
100000004707703100,100000003975102100,25650.0,1,25650.0,1.0
100000008748914100,100000002570206100,81147.0,1,0.0,0.0
100000004847758100,100000003724440100,25000.0,1,0.0,0.0
100000000810551100,100000002205022100,7100.0,1,0.0,0.0
100000004076740100,100000004336312100,20000.0,1,12982.456140350878,0.6491228070175439
100000001697501100,100000008765494100,24000.0,1,0.0,0.0
100000004070318100,100000008637537100,6000.0,1,0.0,0.0
100000001697501100,100000002733905100,45000.0,3,192.29204724467684,0.004273156605437263
100000000661912100,100000003131016100,405700.0,7,32384.075686570286,0.07982271552026199
100000004156082100,100000003159641100,15000.0,2,0.0,0.0
100000005612411100,100000001102676100,50000.0,1,50000.0,1.0
100000008169544100,100000000765628100,5000.0,1,0.0,0.0
100000002748180100,100000005931985100,76000.0,1,0.0,0.0
100000005074393100,100000000943371100,15500.0,1,0.0,0.0
100000008165763100,100000007311010100,26480.0,1,0.0,0.0
100000001049200100,100000008144528100,5000.0,1,5000.0,1.0
100000006707582100,100000002973903100,20000.0,1,0.0,0.0
100000007511163100,100000000343175100,11937.0,1,0.0,0.0
100000004070318100,100000006866783100,85000.0,4,0.0,0.0
100000001987030100,100000005514161100,19000.0,1,7196.0,0.37873684210526315
100000001363952100,100000002779485100,91000.0,2,0.0,0.0
100000008748408100,100000003073398100,92960.0,1,0.0,0.0
100000005958064100,100000002605308100,69521.84,1,2436.003356366889,0.03503939706381317
100000008304139100,100000008603629100,159000.0,4,0.0,0.0
100000004390333100,100000008603629100,60000.0,2,24955.090909090904,0.41591818181818174
100000004071080100,100000004071070100,36000.0,4,11057.655762410479,0.3071571045114022
100000008748914100,100000008762832100,150000.0,1,0.0,0.0
100000002681449100,100000003404627100,120000.0,1,11900.0,0.09916666666666667
100000005612411100,100000001737722100,60460.0,1,0.0,0.0
100000007442518100,100000008376089100,135000.0,1,0.0,0.0
100000005958064100,100000000917179100,94465.0,2,3309.9966436331115,0.03503939706381318
100000008193577100,100000005456919100,216000.0,5,0.0,0.0
100000008686313100,100000008546855100,5000.0,1,153.02201333009185,0.03060440266601837
100000008748408100,100000008713270100,30000.0,1,9769.383344681606,0.3256461114893869
100000004847758100,100000003249054100,15000.0,1,0.0,0.0
100000001162560100,100000008418934100,360000.0,1,274254.96688741725,0.761819352465048
100000008165763100,100000002679516100,36050.0,1,5322.323634889055,0.1476372714254939
100000005316708100,100000001616816100,30000.0,1,0.0,0.0
100000005527892100,100000000724540100,50000.0,1,33489.61821835231,0.6697923643670463
100000000089154100,100000000437046100,32000.0,1,0.0,0.0
100000004299488100,100000004674799100,140000.0,5,29432.939546869828,0.21023528247764162
100000008304139100,100000005834479100,7500.0,1,0.0,0.0
100000006069103100,100000006787636100,20000.0,1,0.0,0.0
100000000011452100,100000005140601100,16685.0,2,15209.257517063274,0.9115527430064893
100000004156082100,100000000076451100,42707.0,1,0.0,0.0
100000005124479100,100000004904960100,17000.0,1,0.0,0.0
100000002731501100,100000004160650100,40000.0,2,380.83493398760345,0.009520873349690087
100000002731501100,100000008774237100,50000.0,1,72.89976043919397,0.0014579952087838794
100000004847758100,100000004071080100,50600.0,2,0.0,0.0
100000008304139100,100000006866783100,144000.0,6,0.0,0.0
100000001162560100,100000005402643100,127800.0,1,0.0,0.0
100000008165763100,100000001251686100,18000.0,1,2657.4708856588904,0.1476372714254939
100000001697501100,100000008283183100,29000.0,1,557.6469370095629,0.019229204724467684
100000004156082100,100000002742067100,12730.0,1,0.0,0.0
100000004737477100,100000003831201100,40500.0,3,12452.18557199887,0.30746137214812025
100000008193577100,100000008751429100,77000.0,1,12016.253055250918,0.15605523448377814
100000002606567100,100000001241318100,53000.0,1,0.0,0.0
100000005079754100,100000005022964100,20000.0,1,20000.0,1.0
100000000661912100,100000003246024100,25000.0,1,0.0,0.0
100000002748180100,100000005237935150,34508.0,1,9900.0,0.2868899965225455
100000004847758100,100000002613776100,30000.0,2,4347.902152568449,0.14493007175228165
100000008555918100,100000005849100100,33300.0,1,0.0,0.0
100000004677680100,100000004544958100,168000.0,3,60000.0,0.35714285714285715
100000001330685100,100000002087788100,100500.0,1,0.0,0.0
100000004015047100,100000001616816100,69195.0,7,30598.31212295191,0.44220409166777813
100000005473151100,100000001490461100,20000.0,1,0.0,0.0
100000004390333100,100000006866783100,60000.0,1,0.0,0.0
100000008748408100,100000001557930100,34610.0,1,0.0,0.0
100000004070318100,100000008165763100,32300.0,2,7979.7945205479455,0.2470524619364689
100000004784224100,100000005474472100,100000.0,1,23500.0,0.235
100000008172352100,100000001597505100,26460.0,1,0.0,0.0
100000008229700100,100000002974256100,7200.0,1,7200.0,1.0
100000008188026100,100000001262647100,23650.0,1,0.0,0.0
100000000089154100,100000003741418100,8000.0,1,0.0,0.0
100000004156082100,100000004188160100,8600.0,1,77.53335737468447,0.009015506671474938
100000006518161100,100000005660203100,572899.0,12,395035.93316954136,0.6895385280294456
100000004351795100,100000008603629100,77000.0,1,0.0,0.0
100000004739664100,100000000979567100,10000.0,1,0.0,0.0
100000000667713100,100000006069103100,9700.0,1,8177.216959974671,0.8430120577293475
100000005514161100,100000004424023100,50000.0,1,0.0,0.0
100000008736940100,100000008751429100,37500.0,2,11629.293893129772,0.31011450381679395
100000004070318100,100000004479404100,12000.0,2,0.0,0.0
100000000703894100,100000004463277100,35000.0,1,0.0,0.0
100000002748180100,100000001279875100,49235.0,1,0.0,0.0
100000001126374100,100000005730108100,8000.0,1,3555.555555555555,0.4444444444444444
100000001697501100,100000001308856100,27000.0,1,0.0,0.0
100000008165763100,100000002983879100,114100.0,1,0.0,0.0
100000001609499100,100000006866783100,11000.0,1,3927.236586561668,0.3570215078692425
100000001697501100,100000001418900100,40140.0,2,0.0,0.0
100000001162560100,100000002633701100,266850.0,1,0.0,0.0
100000003265158100,100000004386258100,46700.0,1,46700.0,1.0
100000002748180100,100000007534354100,50000.0,1,0.0,0.0
100000003589877100,100000001253557100,50000.0,1,0.0,0.0
100000006069103100,100000003192220100,60000.0,2,0.0,0.0
100000007908818100,100000000806727100,45000.0,1,0.0,0.0
100000001899164100,100000000297649100,40000.0,1,3354.2080203647824,0.08385520050911956
100000001697501100,100000008749989100,16000.0,1,0.0,0.0
100000005527892100,100000008512827100,54510.0,1,0.0,0.0
100000004847758100,100000008603629100,42000.0,2,0.0,0.0
100000006069103100,100000000201868100,190000.0,1,0.0,0.0
100000004005964100,100000003616818100,35000.0,2,6712.962962962963,0.1917989417989418
100000008304139100,100000005942793100,15000.0,1,4532.115384615385,0.30214102564102563
100000001697501100,100000004825069100,30000.0,4,249.97966141807987,0.008332655380602662
100000008304139100,100000008324800100,70000.0,1,0.0,0.0
100000004707703100,100000002335358100,140000.0,2,75000.0,0.5357142857142857
100000003701161100,100000003718221100,120000.0,3,18952.99889159321,0.15794165742994343
100000005527892100,100000008710791100,54510.0,1,0.0,0.0
100000000089154100,100000002398779100,20000.0,1,0.0,0.0
100000004847758100,100000004410489100,54000.0,1,0.0,0.0
100000004070318100,100000002957787100,7600.0,1,0.0,0.0
100000003635170100,100000004209339100,138500.0,6,0.0,0.0
100000002648315100,100000002744581100,12000.0,1,12000.0,1.0
100000008748408100,100000004221668100,92000.0,1,29959.442257023595,0.3256461114893869
100000004351795100,100000007797290100,100000.0,1,0.0,0.0
100000002580377100,100000002621915100,5000.0,1,5000.0,1.0
100000002152857100,100000005578559100,80000.0,1,0.0,0.0
100000001049200100,100000003016635100,5000.0,1,1013.9999999999998,0.20279999999999995
100000006579678100,100000003237045100,340200.0,2,0.0,0.0
100000008748408100,100000001250022100,50000.0,1,0.0,0.0
100000004156082100,100000004394765100,32480.0,1,0.0,0.0
100000005546031100,100000005547096100,8000.0,1,4842.6150121065375,0.6053268765133172
100000004390333100,100000008477350100,40000.0,1,0.0,0.0
100000004662806100,100000003943483100,10000.0,1,0.0,0.0
100000005612411100,100000008629581100,54184.0,1,14999.999999999998,0.27683448988631326
100000000267734100,100000002842337100,50000.0,1,5952.380952380952,0.11904761904761904
100000005079754100,100000005539910100,102000.0,1,0.0,0.0
100000002988894100,100000007629121100,29000.0,1,0.0,0.0
100000004156082100,100000005326681100,31228.0,1,0.0,0.0
100000004403675100,100000001386612100,62264.0,1,0.0,0.0
100000001049200100,100000004156082100,21000.0,2,0.0,0.0
100000005527892100,100000008624978100,109000.0,1,0.0,0.0
100000001162560100,100000003089018100,230000.0,1,0.0,0.0
100000004070318100,100000002398779100,61568.0,3,0.0,0.0
100000001162560100,100000003034546100,486715.0,2,0.0,0.0
100000004390333100,100000004962193100,50000.0,1,20795.90909090909,0.41591818181818174
100000005287097100,100000003016635100,392500.0,25,55165.298507462685,0.1405485312292043
100000001530983100,100000002173070100,30000.0,1,0.0,0.0
100000003701161100,100000002267998100,220000.0,3,50278.703139158664,0.22853955972344847
100000004847758100,100000005053653100,29200.0,1,0.0,0.0
100000005527892100,100000004134060100,88179.0,1,0.0,0.0
100000004351795100,100000008731444100,295000.0,3,0.0,0.0
100000008748408100,100000002820010100,30000.0,1,0.0,0.0
100000006707582100,100000002566204100,80805.0,1,0.0,0.0
100000001126374100,100000000967918100,21200.0,3,3760.088446655611,0.17736266257809485
100000008748914100,100000004592467100,7000.0,1,297.5391498881432,0.042505592841163314
100000001697501100,100000008771627100,16500.0,1,0.0,0.0
100000002371751100,100000000769919100,250000.0,1,200000.0,0.8
100000005634552100,100000002603769100,759000.0,1,0.0,0.0
100000007536804100,100000001677929100,45000.0,1,45000.0,1.0
100000001697501100,100000008687492100,15000.0,1,288.43807086701526,0.019229204724467684
100000008628231100,100000004666651100,429250.0,1,0.0,0.0
100000005634552100,100000002398779100,247000.0,2,0.0,0.0
100000004744306100,100000008516839100,58000.0,2,39000.0,0.6724137931034483
100000008193577100,100000008659445100,56190.0,4,18558.682595882052,0.33028443843890465
100000001697501100,100000008691168100,24000.0,1,0.0,0.0
100000003299365100,100000003684369100,200000.0,1,0.0,0.0
100000004351795100,100000003684369100,39800.0,1,0.0,0.0
100000002214301100,100000000291906100,8000.0,1,8000.0,1.0
100000008686313100,100000000646541100,10300.0,2,271.3120938297583,0.02634097998347168
100000007639767100,100000003684369100,10000.0,1,0.0,0.0
100000004480280100,100000005493505100,26000.0,1,26000.0,1.0
100000004156082100,100000004816564100,285480.0,1,0.0,0.0
100000008304139100,100000003747133100,60287.0,1,0.0,0.0
100000008137435100,100000003104347100,418000.0,1,0.0,0.0
100000008172352100,100000002299948100,6750.0,1,0.0,0.0
100000002681449100,100000004486525100,13000.0,1,0.0,0.0
100000001660397100,100000008477350100,12000.0,1,9414.634146341463,0.7845528455284553
100000002306369100,100000008603629100,20900.0,1,0.0,0.0
100000002152857100,100000001985793100,420000.0,1,61250.00000000001,0.14583333333333334
100000005394708100,100000008516839100,65000.0,1,26000.0,0.4
100000005456919100,100000008659445100,5000.0,1,2749.765600583394,0.5499531201166789
100000000667713100,100000000343175100,10000.0,1,8430.120577293475,0.8430120577293475
100000003589877100,100000002539625100,94700.0,1,0.0,0.0
100000004390333100,100000003249054100,10000.0,1,0.0,0.0
100000003873332100,100000002831727100,6000.0,1,0.0,0.0
100000004156082100,100000008737514100,85000.0,1,0.0,0.0
100000003071930100,100000000190228100,5000.0,1,2382.8018676325873,0.4765603735265175
100000008748914100,100000004400305100,105000.0,1,0.0,0.0
100000001697501100,100000008688881100,44211.0,1,850.1423700734407,0.019229204724467684
100000001697501100,100000001166289100,238200.0,9,5000.0,0.020990764063811923
100000001530983100,100000004400361100,10000.0,1,0.0,0.0
100000008165763100,100000007594394100,40000.0,1,0.0,0.0
100000000507799100,100000005911352100,8000.0,1,5132.0,0.6415
100000001937767100,100000001616816100,53000.0,1,0.0,0.0
100000003616818100,100000004005964100,40000.0,3,1917.989417989418,0.04794973544973545
100000003366154100,100000003292979100,48950.0,1,0.0,0.0
100000005339662100,100000000343175100,28100.0,1,23699.060297572436,0.8433829287392326
100000002731501100,100000004144536100,5000.0,1,1736.111111111111,0.3472222222222222
100000007939160100,100000007930878100,5000.0,1,0.0,0.0
100000004156082100,100000005030592100,10000.0,1,0.0,0.0
100000003942602100,100000002527114100,30000.0,1,0.0,0.0
100000005363908100,100000005546031100,19500.0,1,0.0,0.0
100000008438656100,100000006523053100,5000.0,1,0.0,0.0
100000004156082100,100000003221384100,511200.0,1,4608.727010457988,0.009015506671474938
100000008304139100,100000008477350100,60000.0,2,0.0,0.0
100000004679953100,100000005782781100,16000.0,1,2152.399622790702,0.13452497642441888
100000000089154100,100000008730846100,10000.0,1,0.0,0.0
100000004622227100,100000008011159100,7000.0,1,7000.0,1.0
100000007442518100,100000008258083100,3000000.0,1,4744.600363713133,0.0015815334545710444
100000001697501100,100000008742266100,21000.0,1,0.0,0.0
100000006443391100,100000006912294100,6335.09,1,2799.426970258598,0.4418922178309381
100000008304139100,100000001114385100,29500.0,1,0.0,0.0
100000006707582100,100000008094734100,30000.0,1,0.0,0.0
100000007511163100,100000006122699100,21115.0,1,0.0,0.0
100000004188160100,100000008174521100,82110.0,1,44552.00000000001,0.5425892095968823
100000003115284100,100000003390036100,210000.0,2,98000.0,0.4666666666666667
100000008748408100,100000008765627100,60000.0,1,11070.157308531405,0.18450262180885674
100000007442518100,100000001584286100,99999.0,1,6000.0,0.06000060000600006
100000004330371100,100000003016635100,18981.0,1,12079.849784462414,0.6364179855888739
100000004159526100,100000002132479100,30000.0,2,0.0,0.0
100000004070318100,100000003741418100,5000.0,1,0.0,0.0
100000001697501100,100000008683818100,17400.0,1,17400.0,1.0
100000008304139100,100000002741024100,26000.0,1,0.0,0.0
100000000267734100,100000000031787100,90000.0,2,45000.0,0.5
100000002648315100,100000006989106100,64000.0,2,64000.0,1.0
100000001660397100,100000006866783100,24000.0,2,0.0,0.0
100000004330371100,100000006534886100,71700.0,5,36855.833145815974,0.514028356287531
100000007442518100,100000007173936100,10000.0,1,0.0,0.0
100000003835149100,100000001965374100,1699720.0,7,228656.11125287064,0.13452575203731829
100000008165763100,100000006446271100,30000.0,1,4583.73474743019,0.15279115824767298
100000008304139100,100000004962193100,35000.0,1,0.0,0.0
100000005339662100,100000004820260100,234200.0,12,3463.7525568846722,0.01478972056739826
100000006707582100,100000001273783100,23200.0,1,0.0,0.0
100000008165763100,100000007908818100,116500.0,1,0.0,0.0
100000001530983100,100000003112436100,100000.0,1,62737.71077325462,0.6273771077325462
100000008304139100,100000000437046100,30000.0,1,0.0,0.0
100000008547844100,100000002632742100,135500.0,1,0.0,0.0
100000008547844100,100000003157679100,80000.0,1,0.0,0.0
100000004400305100,100000003213473100,57500.0,2,0.0,0.0
100000002578405100,100000008776720100,26150.0,1,0.0,0.0
100000004400305100,100000004291560100,47190.0,1,0.0,0.0
100000000437046100,100000008757369100,25961.0,1,0.0,0.0
100000005031696100,100000001223977100,5000.0,1,0.0,0.0
100000002578405100,100000008662805100,16500.0,1,0.0,0.0
100000000331309100,100000002241986100,280000.0,1,0.0,0.0
100000008603629100,100000004336228100,51407.0,2,0.0,0.0
100000000331309100,100000003888197100,83167.0,1,0.0,0.0
100000004400305100,100000007181706100,12500.0,1,0.0,0.0
100000006977207100,100000002531406100,520000.0,1,0.0,0.0
100000000331309100,100000008532050100,455156.0,1,0.0,0.0
100000000291906100,100000004670388100,160354.0,1,0.0,0.0
100000002205022100,100000003163886100,500000.0,1,0.0,0.0
100000002957787100,100000005268319100,19712.8,2,0.0,0.0
100000005933757100,100000002862113100,47405.0,2,0.0,0.0
100000002193259100,100000001899164100,9500.0,1,137.85199738048462,0.014510736566366802
100000000331309100,100000001384826100,364260.0,1,0.0,0.0
100000000490383100,100000004948177100,48000.0,1,0.0,0.0
100000000331309100,100000003647799100,100000.0,1,0.0,0.0
100000004400305100,100000004071080100,20000.0,2,0.0,0.0
100000002578405100,100000000572276100,13075.0,1,0.0,0.0
100000004400305100,100000001934935100,118935.0,1,0.0,0.0
100000003249054100,100000002933386100,15000.0,1,1432.3210318469503,0.09548806878979668
100000008603629100,100000002736316100,47942.0,1,0.0,0.0
100000002578405100,100000008055972100,28300.0,1,0.0,0.0
100000000490383100,100000003159641100,10000.0,2,6000.0,0.6
100000005077484100,100000001380054100,7050.0,1,0.0,0.0
100000005242320100,100000002722108100,800000.0,2,0.0,0.0
100000000331309100,100000006274203100,41200.0,1,0.0,0.0
100000000437046100,100000006889963100,300000.0,1,4021.6967771529194,0.013405655923843065
100000002578405100,100000008309514100,17200.0,1,0.0,0.0
100000005031696100,100000004659919100,110000.0,2,0.0,0.0
100000002578405100,100000006701983100,27000.0,1,0.0,0.0
100000008710791100,100000003071649100,189500.0,1,0.0,0.0
100000008547948100,100000003286537100,75000.0,1,0.0,0.0
100000002957787100,100000007267915100,10000.0,2,0.0,0.0
100000008710843100,100000002894076100,146000.0,1,0.0,0.0
100000008547844100,100000008746449100,10000.0,1,0.0,0.0
100000006385877100,100000006443391100,36602.93,5,0.0,0.0
100000002578405100,100000008707810100,26200.0,1,0.0,0.0
